Truth,Decoded
Le auguro una buona giornata,tu e e io
"Certo volentieri, io lo prendero macchiato",e e io e io
Va bene grazie lo stesso,tu e io e io
Salve quanto costa quell articolo,pero io tu bene ecco
"Certo volentieri, io lo prendero macchiato",certo io due io
Piacere Luigi come stai,pero io a a due io
Buonasera io sono Mario,pero io a due ecco
Le auguro una buona giornata,pero io io a due ecco
Si grazie e arrivederci,pero a due ecco
Certo ecco a lei vuole un sacchetto,pero io due io
Dovrebbe arrivare tra qualche minuto,e a io due io
Perfetto vorrei comprarne due.,pero io e ecco
Prendiamo un caffe al bar,pero io a due ecco
Purtroppo non lo so pero potresti chiedere all autista,pereoro io si bene io
Va bene grazie lo stesso,pero io un io
Prego,certo io io bene io
