Truth,Decoded
Le auguro una buona giornata,pero e lo
Tutto bene grazie,pero e lo
Prendiamo un caffe al bar,pero e lo
Quanto costa il biglietto,purte lo e lo
Certo ecco a lei vuole un sacchetto,pero lo e lo
Va bene grazie lo stesso,pero e lo
A che ora arriva il pullman,pero e lo
Dovrebbe arrivare tra qualche minuto,pero e lo
E in offerta costa dieci euro,pero e lo
Tutto bene tu,pero e lo
A che ora arriva il pullman,pero e lo
Prego,un e lo
Dovrebbe arrivare tra qualche minuto,pero e lo
Perfetto vorrei comprarne due.,pero e lo
Buonasera io sono Mario,pero e lo
Piacere Luigi come stai,pero lo e lo
