Truth,Decoded
Le auguro una buona giornata,certo io bene io
Prendiamo un caffe al bar,e e a un io
A che ora arriva il pullman,e a io e io
Purtroppo non lo so pero potresti chiedere all autista,certo io lo io tu bene ecco
"Certo volentieri, io lo prendero macchiato",pero io io tu vuole io
Tutto bene grazie,tu io e io
Buongiorno io sono Mario,e io io e io
Certo ecco a lei vuole un sacchetto,e io io due io
Tutto bene tu,tu io io e io
Quanto costa il biglietto,pero e io
A che ora arriva il pullman,tu io io e io
Prego,prtbeo
Buongiorno io sono Mario,certo io e io
Piacere Luigi come stai,e pero io e io
Tutto bene grazie,e io e io
Si grazie e arrivederci,pero io vuole io
