Truth,Decoded
Si grazie e arrivederci,e lo
"Certo volentieri, io lo prendero macchiato",e lo
Certo ecco a lei vuole un sacchetto,e lo
Purtroppo non lo so pero potresti chiedere all autista,e lo
Prego,e lo
Tutto bene tu,e lo
Prendiamo un caffe al bar,e lo
Le auguro una buona giornata,e lo
Piacere Luigi come stai,e lo
Tutto bene grazie,e lo
Dovrebbe arrivare tra qualche minuto,e lo
Salve quanto costa quell articolo,e lo
Va bene grazie lo stesso,e lo
Perfetto vorrei comprarne due.,e lo
E in offerta costa dieci euro,e lo
Buongiorno io sono Mario,e lo
