Truth,Decoded
Tutto bene tu,tu e io
Salve quanto costa quell articolo,certo io costa due io
Certo ecco a lei vuole un sacchetto,certo io io vuole io
Prendiamo un caffe al bar,certo due io
Purtroppo non lo so pero potresti chiedere all autista,certo io io bene ecco
Dovrebbe arrivare tra qualche minuto,tu e io e io
Va bene grazie lo stesso,a a a e io
"Certo volentieri, io lo prendero macchiato",e io a un io
E in offerta costa dieci euro,certo io due io
Le auguro una buona giornata,e io io e io
Perfetto vorrei comprarne due.,e io io io io
Buonasera io sono Mario,e e e io
A che ora arriva il pullman,tu a e io
Piacere Luigi come stai,e io io un io
Prendiamo un caffe al bar,tu io io e io
Certo ecco a lei vuole un sacchetto,tu io io e io
