Truth,Decoded
Si grazie e arrivederci,si a si
Le auguro una buona giornata,lo aurua buonagnata
Buongiorno io sono Mario,un sono io sono mario
Buonasera io sono Mario,uoner io sono mario
Piacere Luigi come stai,piacereuigi e stai
Tutto bene tu,tutto bene lo
Salve quanto costa quell articolo,salve e costa un trolo
E in offerta costa dieci euro,e in ora caiei euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un caffe a a
"Certo volentieri, io lo prendero macchiato",certo oenriei io lo bene mario
A che ora arriva il pullman,a e ora mario ilplman
Dovrebbe arrivare tra qualche minuto,dvrerivare tra a e minuto
Quanto costa il biglietto,qunosa io io
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo so pero so che che il una
Va bene grazie lo stesso,va bene grazie stesso
Prego,pero
Perfetto vorrei comprarne due.,certo vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo e a le uolaun certo
Si grazie e arrivederci,e io e e airi citeo
Le auguro una buona giornata,le io a una
Buongiorno io sono Mario,buoirn io sono mario
Buonasera io sono Mario,buona io sono mario
Piacere Luigi come stai,piacereligi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,le a io lo io lo
E in offerta costa dieci euro,e in ora oaieo
Tutto bene grazie,tutto e grazie
Prendiamo un caffe al bar,euro lo caffe al lo
"Certo volentieri, io lo prendero macchiato",certo oerirlri lo lo come io
A che ora arriva il pullman,a e ora olplman
Dovrebbe arrivare tra qualche minuto,dovrebbe grtr lo lo liutso
