Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va e grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,poerfeton vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo lo lo lo lei vuole a sacchetto
Si grazie e arrivederci,si grazie io e io ecco
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,a gquanorota il lo stesso
E in offerta costa dieci euro,si grazie idieuo
Tutto bene grazie,prezozigerae
Prendiamo un caffe al bar,prendiamo un che al bar
"Certo volentieri, io lo prendero macchiato",si greoed e
A che ora arriva il pullman,e a mario lo lman
Dovrebbe arrivare tra qualche minuto,doretoto caffe a due minuto
Quanto costa il biglietto,a gruazto io io tra
Purtroppo non lo so pero potresti chiedere all autista,pirezoiotre io io io pero il a autista
Va bene grazie lo stesso,si grazezarie e dsreuso
Prego,prego
Perfetto vorrei comprarne due.,certo coredrerire e
Certo ecco a lei vuole un sacchetto,preouia io il tu a
Si grazie e arrivederci,si grazie diederua
Le auguro una buona giornata,prego lo una che al a
Buongiorno io sono Mario,e gaztu
Buonasera io sono Mario,preoer sono mario
Piacere Luigi come stai,piacere io che stai
Tutto bene tu,mario viegre
Salve quanto costa quell articolo,salve quanto costa quell articolo
