Truth,Decoded
Quanto costa il biglietto,bene lo so lo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io lo io lo stere autista
Va bene grazie lo stesso,va bene e so
Prego,pero
Perfetto vorrei comprarne due.,dretoerlei come certo
Certo ecco a lei vuole un sacchetto,creorara io so mario
Si grazie e arrivederci,a bene e io certo
Le auguro una buona giornata,auguro un uiata
Buongiorno io sono Mario,ungnono io sono mario
Buonasera io sono Mario,bunri io sono mario
Piacere Luigi come stai,piaeruono io come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,si e e lo
E in offerta costa dieci euro,preiea
Tutto bene grazie,creteri
Prendiamo un caffe al bar,piaereto a e
"Certo volentieri, io lo prendero macchiato",pirerea
A che ora arriva il pullman,a bene si e
Dovrebbe arrivare tra qualche minuto,pero areue
Quanto costa il biglietto,pretoti
Purtroppo non lo so pero potresti chiedere all autista,certo io io un
Va bene grazie lo stesso,sigrezei
Prego,pirei
Perfetto vorrei comprarne due.,prego irie a
Certo ecco a lei vuole un sacchetto,si e a a
Si grazie e arrivederci,si gratrei
Le auguro una buona giornata,e lo e e a
Buongiorno io sono Mario,pero
Buonasera io sono Mario,prego e
Piacere Luigi come stai,pero si
Tutto bene tu,tutto lo e
Salve quanto costa quell articolo,salve fenrta e e so
