Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere e autista
Va bene grazie lo stesso,bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco e lei vuole un sacchetto
Si grazie e arrivederci,bunzre ora lo pero
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonsernao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,a quanograt io costelo
E in offerta costa dieci euro,prego
Tutto bene grazie,tutto igate
Prendiamo un caffe al bar,prendiamo un che al bar
"Certo volentieri, io lo prendero macchiato",si reod e
A che ora arriva il pullman,e ora e io a
Dovrebbe arrivare tra qualche minuto,pretoto come a tu minuto
Quanto costa il biglietto,gruto io e
Purtroppo non lo so pero potresti chiedere all autista,pirerio io io io si cidi a una
Va bene grazie lo stesso,si grazie io e prego
Prego,pero
Perfetto vorrei comprarne due.,prego erarive e
Certo ecco a lei vuole un sacchetto,prenri io io io
Si grazie e arrivederci,si rgiederua
Le auguro una buona giornata,auguro una un a
Buongiorno io sono Mario,prego
Buonasera io sono Mario,pero un mario
Piacere Luigi come stai,piacere dieci stai
Tutto bene tu,tutto bene
Salve quanto costa quell articolo,salve quanto costa quell articolo
