Truth,Decoded
Quanto costa il biglietto,quanto costa io plieto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al lo autista
Va bene grazie lo stesso,va bene agrziel stesso
Prego,prego
Perfetto vorrei comprarne due.,dovrfeto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco e lei vuole un sacchetto
Si grazie e arrivederci,e bene io lei stesso
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonsernao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quanrata io costeso
E in offerta costa dieci euro,prazididrei
Tutto bene grazie,auztozigrazti
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",si gquanore lo le
A che ora arriva il pullman,e a va io io
Dovrebbe arrivare tra qualche minuto,doretoto carire a a minuto
Quanto costa il biglietto,quanto a io iata
Purtroppo non lo so pero potresti chiedere all autista,pirezto un io io io il a autista
Va bene grazie lo stesso,si grazie grazie io prego
Prego,pero
Perfetto vorrei comprarne due.,certo certo rarire e
Certo ecco a lei vuole un sacchetto,bene ora io il tu a
Si grazie e arrivederci,si grazgiediere a
Le auguro una buona giornata,le un lo una curne a bar
Buongiorno io sono Mario,prego io
Buonasera io sono Mario,buorarasono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,buti io grazie
Salve quanto costa quell articolo,salve quanto costa quell articolo
