Truth,Decoded
Quanto costa il biglietto,sono costa il io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo sono postiera il autista
Va bene grazie lo stesso,va bene tra lo stesso
Prego,prego
Perfetto vorrei comprarne due.,dvrebonrei comprarne lo
Certo ecco a lei vuole un sacchetto,heonaero lo sono umasto
Si grazie e arrivederci,a bunearai a io sono
Le auguro una buona giornata,le buona una minuto
Buongiorno io sono Mario,buoirno io sono mario
Buonasera io sono Mario,buona io sono mario
Piacere Luigi come stai,phulilio come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve un lo lo certo
E in offerta costa dieci euro,pero io
Tutto bene grazie,butogti
Prendiamo un caffe al bar,prenia a caffe lo lo
"Certo volentieri, io lo prendero macchiato",si reoirdred un
A che ora arriva il pullman,e a mario lo lo
Dovrebbe arrivare tra qualche minuto,dretoctarae quell
Quanto costa il biglietto,qutoios iata
Purtroppo non lo so pero potresti chiedere all autista,pretoir io io io costa
Va bene grazie lo stesso,sigreziazie a e
Prego,pero
Perfetto vorrei comprarne due.,certo ora e a
Certo ecco a lei vuole un sacchetto,preniri io tu a
Si grazie e arrivederci,si grarirdrerua
Le auguro una buona giornata,aungo un un a
Buongiorno io sono Mario,prego
Buonasera io sono Mario,un a
Piacere Luigi come stai,piacere io si
Tutto bene tu,tutto lo io
Salve quanto costa quell articolo,salve tutto costa un tiolo
