Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potestachiedere al autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco tra lei vuole un sacchetto
Si grazie e arrivederci,e buaze io come ecco
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,a quanofratu io stesso
E in offerta costa dieci euro,si rezdie
Tutto bene grazie,futoe
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",si reoedl e
A che ora arriva il pullman,e ora io e
Dovrebbe arrivare tra qualche minuto,doeretoto bar al due minuto
Quanto costa il biglietto,quanto pcoi a
Purtroppo non lo so pero potresti chiedere all autista,pirtiopire io io piacere a costa
Va bene grazie lo stesso,si grazie grazie e rtrcso
Prego,pero
Perfetto vorrei comprarne due.,certo bene e
Certo ecco a lei vuole un sacchetto,perfetto ora si cipu e
Si grazie e arrivederci,si tra e un
Le auguro una buona giornata,pero una che a
Buongiorno io sono Mario,preoztu
Buonasera io sono Mario,bene io mario
Piacere Luigi come stai,piacere dieci stai
Tutto bene tu,tutto bene
Salve quanto costa quell articolo,salve quanto costa quell articolo
