Truth,Decoded
Quanto costa il biglietto,un lo sorario
Purtroppo non lo so pero potresti chiedere all autista,pueretopo lo lo lo io lo stai autista
Va bene grazie lo stesso,voave bene e so
Prego,pero
Perfetto vorrei comprarne due.,poeretberleio come bene
Certo ecco a lei vuole un sacchetto,cereoerara io so ariato
Si grazie e arrivederci,a bueri e io certo
Le auguro una buona giornata,auguro a sono
Buongiorno io sono Mario,uonono io sono mario
Buonasera io sono Mario,butogrio io sono mario
Piacere Luigi come stai,piaereno lo come ariai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,stai bene e lo
E in offerta costa dieci euro,pero e
Tutto bene grazie,pretoei
Prendiamo un caffe al bar,piacere a
"Certo volentieri, io lo prendero macchiato",piareoreua
A che ora arriva il pullman,a bene ora e
Dovrebbe arrivare tra qualche minuto,pieret tareue
Quanto costa il biglietto,prego io
Purtroppo non lo so pero potresti chiedere all autista,pero lo ieua
Va bene grazie lo stesso,pirete e
Prego,pirei
Perfetto vorrei comprarne due.,pero e io e a
Certo ecco a lei vuole un sacchetto,si e a e
Si grazie e arrivederci,io rerei
Le auguro una buona giornata,piaerero e e a
Buongiorno io sono Mario,pero
Buonasera io sono Mario,pereien e
Piacere Luigi come stai,piacere lo io a
Tutto bene tu,prego e a
Salve quanto costa quell articolo,salve feanbrta e lo
