Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potestachiedere e autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,doverfeton lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ora ora lei vuole a sacchetto
Si grazie e arrivederci,a buzire io tra io certo
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quanurata io io stesso
E in offerta costa dieci euro,e grazie idieuo
Tutto bene grazie,quzi grazie
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",salve quatrequ a
A che ora arriva il pullman,preura raia io un
Dovrebbe arrivare tra qualche minuto,dovrebbe barire qulcque minuto
Quanto costa il biglietto,quanto dieci io gita
Purtroppo non lo so pero potresti chiedere all autista,peretorotio io purpui due autista
Va bene grazie lo stesso,va beznztarzie e stesso
Prego,prego
Perfetto vorrei comprarne due.,si certo cerare due
Certo ecco a lei vuole un sacchetto,a retria io il tu a
Si grazie e arrivederci,si grazgiuerua
Le auguro una buona giornata,salve quanto una un a a
Buongiorno io sono Mario,preotu
Buonasera io sono Mario,buonraraisno mario
Piacere Luigi come stai,piacere uagicoe stai
Tutto bene tu,buti birgrae
Salve quanto costa quell articolo,salve quanto costa quell articolo
