Truth,Decoded
Salve quanto costa quell articolo,salve funrta lo stai lo teolso
E in offerta costa dieci euro,e in ora costa io io euro
Tutto bene grazie,ungio bene mario
Prendiamo un caffe al bar,prendiamo un caffe all
"Certo volentieri, io lo prendero macchiato",certo stai io lo predre dracachiao
A che ora arriva il pullman,ora mario il pman
Dovrebbe arrivare tra qualche minuto,dovrebbe e riare e il minuto
Quanto costa il biglietto,reoeo io si io
Purtroppo non lo so pero potresti chiedere all autista,puertro lo pero lo lo pero e dhred lo autista
Va bene grazie lo stesso,va e grazie lo so
Prego,pero
Perfetto vorrei comprarne due.,prego vorrei comraredue
Certo ecco a lei vuole un sacchetto,certoeco a le vuole un certo
Si grazie e arrivederci,si bene e dieci
Le auguro una buona giornata,e bene io un in un a
Buongiorno io sono Mario,ruoirno io sono mario
Buonasera io sono Mario,reoara io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,io bene tu
Salve quanto costa quell articolo,a certo costa il io
E in offerta costa dieci euro,e tu ora costa lei euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendero un a a
"Certo volentieri, io lo prendero macchiato",certo oeneri io io lo coedre mario
A che ora arriva il pullman,all che ora mario il lman
Dovrebbe arrivare tra qualche minuto,dovrebearvar ravuleinuto
Quanto costa il biglietto,tutto bene io lo
Purtroppo non lo so pero potresti chiedere all autista,prtropono lo pero oeredrn chtisto
Va bene grazie lo stesso,va e azre lo so
Prego,pero
Perfetto vorrei comprarne due.,peretoerei come due
Certo ecco a lei vuole un sacchetto,certo io a lei lo certo
