Truth,Decoded
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,quanto costa il biglietto
E in offerta costa dieci euro,e in offerta costa dieci euro
Certo ecco a lei vuole un sacchetto,prenria io il tu a
Le auguro una buona giornata,euro un due a bar
"Certo volentieri, io lo prendero macchiato",pereoirede e
Tutto bene tu,prego bene
Salve quanto costa quell articolo,a quanto tra io casteua
Purtroppo non lo so pero potresti chiedere all autista,pirtrioi io io io io a autista
Dovrebbe arrivare tra qualche minuto,doreobo barare tu minuto
Prego,prego
Si grazie e arrivederci,io un
Va bene grazie lo stesso,si grazie bene dieci
Piacere Luigi come stai,piacere dieci stai
E in offerta costa dieci euro,preirui
Buonasera io sono Mario,preran bar
Quanto costa il biglietto,si stai a
Perfetto vorrei comprarne due.,certo oredriedue
Prendiamo un caffe al bar,prendiamo un caffe al bar
A che ora arriva il pullman,e ora io e
Buongiorno io sono Mario,prego
Tutto bene grazie,prego
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,doverfeto vorrei comprarne due
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe arirerae a e minuto
Piacere Luigi come stai,piacere luigi come stai
Buongiorno io sono Mario,buongiorno io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo so pero potresti chiedere e autista
