Truth,Decoded
Prego,pero
Dovrebbe arrivare tra qualche minuto,prego oarene a che minuto
Tutto bene tu,tutto bene
Perfetto vorrei comprarne due.,prego cerirerie un
Buongiorno io sono Mario,pero azto
Piacere Luigi come stai,piacere lo luigi come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Tutto bene tu,tutto bene tu
E in offerta costa dieci euro,e in ora costa dieci euro
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo lo certo lo vuole un sacchetto
Piacere Luigi come stai,piacereluigi come stai
Prego,prego
Buonasera io sono Mario,buongrao io sono mario
Va bene grazie lo stesso,va e grazie lo stesso
Quanto costa il biglietto,quanto lo stai io ilieto
Dovrebbe arrivare tra qualche minuto,dovrebbe araiaia un e minuto
Salve quanto costa quell articolo,e bunura io come il ichto
"Certo volentieri, io lo prendero macchiato",certo volentieri lo lo soenero macchiato
Prendiamo un caffe al bar,pfeniro un caffe al bar
Buongiorno io sono Mario,buongiorno io sono mario
A che ora arriva il pullman,a che ora va il pullman
Si grazie e arrivederci,si grazie io arriva dsrco
Tutto bene grazie,tutto e grazie
Le auguro una buona giornata,le auguro una buona giornata
Piacere Luigi come stai,piacere luigi come stai
A che ora arriva il pullman,a che ora arriva il pullman
E in offerta costa dieci euro,e in offerta costa dieci euro
Si grazie e arrivederci,va bene e arivestecso
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene tu,tutto bene tu
Buonasera io sono Mario,buonasera io sono mario
