Truth,Decoded
Si grazie e arrivederci,va e e arivesrtrcso
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,bene tu
Salve quanto costa quell articolo,salve bene costa quell articolo
E in offerta costa dieci euro,e in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,auguro io lo so pero potresti che bene il autista
Va bene grazie lo stesso,va bene grazie stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Si grazie e arrivederci,io e ariedercri
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,lo bene tu
Salve quanto costa quell articolo,le tutto lo costa un io
E in offerta costa dieci euro,e in ofertacsta diecieuro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,euro lo cafeal bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io io prendero macchiato
A che ora arriva il pullman,a che ora va il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arieire a e minuto
