Truth,Decoded
Salve quanto costa quell articolo,salve una lo stai lo tiolso
E in offerta costa dieci euro,e in a costa lei euro
Tutto bene grazie,tungio bene mario
Prendiamo un caffe al bar,prendiamo un caffe all
"Certo volentieri, io lo prendero macchiato",certo e io lo pero prmachiato
A che ora arriva il pullman,che a mario il pman
Dovrebbe arrivare tra qualche minuto,dovrebbe e riara e il minuto
Quanto costa il biglietto,certo io io lo
Purtroppo non lo so pero potresti chiedere all autista,pero lo pero lo lo pero si e e autista
Va bene grazie lo stesso,va e grazie lo pero
Prego,pero
Perfetto vorrei comprarne due.,certo vorrei comrarndue
Certo ecco a lei vuole un sacchetto,certoeco e le vuole un certo
Si grazie e arrivederci,si grazie e arierci
Le auguro una buona giornata,pero un un un a
Buongiorno io sono Mario,cruoiorno io sono mario
Buonasera io sono Mario,preoara io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,lo bene tu
Salve quanto costa quell articolo,a quanto costa il lo
E in offerta costa dieci euro,e a ora costa lei euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prenrio un a a
"Certo volentieri, io lo prendero macchiato",certo oenriri io lo conero mario
A che ora arriva il pullman,a che ora mario ilplman
Dovrebbe arrivare tra qualche minuto,povrebervar ravuluinuto
Quanto costa il biglietto,tutto bene io lo
Purtroppo non lo so pero potresti chiedere all autista,prtropono lo pero coeredrn autista
Va bene grazie lo stesso,va bene grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,peretoei comprn due
Certo ecco a lei vuole un sacchetto,certo lo a le lo ulcrto
