Truth,Decoded
Quanto costa il biglietto,sono costa il io
Purtroppo non lo so pero potresti chiedere all autista,tutto e lo pero postiedea il autista
Va bene grazie lo stesso,bene grazie lo stesso
Prego,pero
Perfetto vorrei comprarne due.,dvrebonrei comprarne e
Certo ecco a lei vuole un sacchetto,chenaero lo sono umasto
Si grazie e arrivederci,a bunarzia io io so
Le auguro una buona giornata,le euro una una minuto
Buongiorno io sono Mario,buoiono io sono mario
Buonasera io sono Mario,bene io sono mario
Piacere Luigi come stai,piahuilio come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,a qunzrit e e sono
E in offerta costa dieci euro,prego
Tutto bene grazie,due
Prendiamo un caffe al bar,prenia a a a lo
"Certo volentieri, io lo prendero macchiato",si greid e
A che ora arriva il pullman,pruoara lo e
Dovrebbe arrivare tra qualche minuto,e certo ctarae io
Quanto costa il biglietto,lo a
Purtroppo non lo so pero potresti chiedere all autista,pretoio io io una
Va bene grazie lo stesso,sigraziai lei
Prego,pero
Perfetto vorrei comprarne due.,praoia e a
Certo ecco a lei vuole un sacchetto,prego io tu a
Si grazie e arrivederci,pigrari
Le auguro una buona giornata,auguro un un a
Buongiorno io sono Mario,pero
Buonasera io sono Mario,un a
Piacere Luigi come stai,piacere io si
Tutto bene tu,tutto bene
Salve quanto costa quell articolo,salve quanto costa il tiolo
