Truth,Decoded
Prego,prego
Tutto bene tu,tutto bene tu
Tutto bene grazie,tutto bene grazie
Le auguro una buona giornata,le auguro una buona giornata
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non io so peropotreti hide al autista
Salve quanto costa quell articolo,salve quanto come ralaliticolo
A che ora arriva il pullman,a che ora arriva il pullman
Buongiorno io sono Mario,buongiorno io sono mario
Certo ecco a lei vuole un sacchetto,certo lo a le vuole un certo
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Quanto costa il biglietto,quanto costa il biglietto
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a qualche minuto
Tutto bene grazie,tutto bene grazie
Salve quanto costa quell articolo,salve bene costa un articolo
Prego,prego
A che ora arriva il pullman,a che ora arriva il pullman
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo sreneo chiato
Buongiorno io sono Mario,buoirno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,quanto costa il io
Tutto bene tu,tutto bene tu
Certo ecco a lei vuole un sacchetto,certo e io a le vuole un acheto
E in offerta costa dieci euro,e in costa costa lei euro
Le auguro una buona giornata,le euro una bonagirna
Va bene grazie lo stesso,va bene grazie lo stesso
Purtroppo non lo so pero potresti chiedere all autista,purutronon lo so pero si che e il una
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Piacere Luigi come stai,piacere luigi come stai
Si grazie e arrivederci,io e e ariedrco
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prendiamo un caffe al bar,prendiamo un caffe al a
Prendiamo un caffe al bar,prenia e che bar
