Truth,Decoded
Quanto costa il biglietto,quanto costa il blieto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere e autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco lo lei vuole e sacchetto
Si grazie e arrivederci,va bene riea e io ecco
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonsernao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,a quanzrata quialcostelo
E in offerta costa dieci euro,preigde
Tutto bene grazie,ruzigeate
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",si reoredel e
A che ora arriva il pullman,e ora mario io lman
Dovrebbe arrivare tra qualche minuto,doreobo bar al quanto
Quanto costa il biglietto,gruazto io e
Purtroppo non lo so pero potresti chiedere all autista,prego e io io io purudre a una
Va bene grazie lo stesso,si grazezarzie e dieci
Prego,pero
Perfetto vorrei comprarne due.,certo pererive due
Certo ecco a lei vuole un sacchetto,pero ora io il tu e
Si grazie e arrivederci,si grazie due
Le auguro una buona giornata,qunouo una come a a
Buongiorno io sono Mario,prego
Buonasera io sono Mario,beonraro bar
Piacere Luigi come stai,piacere uiecoe stai
Tutto bene tu,tutto vegrae
Salve quanto costa quell articolo,salve quanto costa quell articolo
