Truth,Decoded
Quanto costa il biglietto,bene lo io
Purtroppo non lo so pero potresti chiedere all autista,piertopo lo lo lo io io si eisti
Va bene grazie lo stesso,voave bene e so
Prego,pero
Perfetto vorrei comprarne due.,poeretboereio come lo
Certo ecco a lei vuole un sacchetto,cruoari io so ariato
Si grazie e arrivederci,a stai io lo
Le auguro una buona giornata,euro lo io
Buongiorno io sono Mario,buona io sono mario
Buonasera io sono Mario,butogri io sono mario
Piacere Luigi come stai,piaeruo lo lo stai
Tutto bene tu,tutto bonetu
Salve quanto costa quell articolo,stai e io
E in offerta costa dieci euro,pero
Tutto bene grazie,pretei
Prendiamo un caffe al bar,piacere a
"Certo volentieri, io lo prendero macchiato",si rereua
A che ora arriva il pullman,a bene ora e
Dovrebbe arrivare tra qualche minuto,piereteareuo
Quanto costa il biglietto,e qutoei
Purtroppo non lo so pero potresti chiedere all autista,pero ieua
Va bene grazie lo stesso,pigrei
Prego,pirei
Perfetto vorrei comprarne due.,pero si bene si
Certo ecco a lei vuole un sacchetto,si e e
Si grazie e arrivederci,si grerei
Le auguro una buona giornata,piae lo una
Buongiorno io sono Mario,pero
Buonasera io sono Mario,prego
Piacere Luigi come stai,pero e
Tutto bene tu,prego e a
Salve quanto costa quell articolo,salve qenbrta e so
