Truth,Decoded
Quanto costa il biglietto,a tu a a a io
Purtroppo non lo so pero potresti chiedere all autista,certo a io
Va bene grazie lo stesso,a io a io a io
Prego,io io
Perfetto vorrei comprarne due.,a a a io
Certo ecco a lei vuole un sacchetto,a e a io
Si grazie e arrivederci,a io a a a io
Le auguro una buona giornata,a tu io oririo
Buongiorno io sono Mario,a io e io io io a io
Buonasera io sono Mario,prtr a io a io
Piacere Luigi come stai,io a a io
Tutto bene tu,a a io
Salve quanto costa quell articolo,a io
E in offerta costa dieci euro,io io
Tutto bene grazie,tu io
Prendiamo un caffe al bar,a io
"Certo volentieri, io lo prendero macchiato",io io
A che ora arriva il pullman,io io
Dovrebbe arrivare tra qualche minuto,pero io
Quanto costa il biglietto,a io
Purtroppo non lo so pero potresti chiedere all autista,io io
Va bene grazie lo stesso,io io
Prego,a io
Perfetto vorrei comprarne due.,io io
Certo ecco a lei vuole un sacchetto,io io
Si grazie e arrivederci,io io
Le auguro una buona giornata,prego
Buongiorno io sono Mario,io io
Buonasera io sono Mario,io io
Piacere Luigi come stai,prego
Tutto bene tu,io io
Salve quanto costa quell articolo,e io
