Truth,Decoded
Quanto costa il biglietto,lo lo
Purtroppo non lo so pero potresti chiedere all autista,prtoeo io e lo
Va bene grazie lo stesso,va due so
Prego,lo
Perfetto vorrei comprarne due.,perfetto che
Certo ecco a lei vuole un sacchetto,ruoai io e mario
Si grazie e arrivederci,a stai so
Le auguro una buona giornata,euro certo
Buongiorno io sono Mario,buona lo mario
Buonasera io sono Mario,bene io un io
Piacere Luigi come stai,pero lo ora
Tutto bene tu,tutto bontu
Salve quanto costa quell articolo,a e lo
E in offerta costa dieci euro,pirei
Tutto bene grazie,pretoei
Prendiamo un caffe al bar,pero a e
"Certo volentieri, io lo prendero macchiato",si reoreua
A che ora arriva il pullman,piacere io
Dovrebbe arrivare tra qualche minuto,pieretereuo
Quanto costa il biglietto,a lei
Purtroppo non lo so pero potresti chiedere all autista,pero ieua
Va bene grazie lo stesso,pireoei
Prego,pirei
Perfetto vorrei comprarne due.,pero a io si
Certo ecco a lei vuole un sacchetto,si e a
Si grazie e arrivederci,io griri
Le auguro una buona giornata,piacere a
Buongiorno io sono Mario,prego
Buonasera io sono Mario,pero a
Piacere Luigi come stai,pruoeti
Tutto bene tu,prego e
Salve quanto costa quell articolo,a qenbrt lo
