Truth,Decoded
Salve quanto costa quell articolo,a e iuouououororio
E in offerta costa dieci euro,a a io io io io io
Tutto bene grazie,io a a io
Prendiamo un caffe al bar,e a a io
"Certo volentieri, io lo prendero macchiato",a a io
A che ora arriva il pullman,bene bar a a a a a a a io
Dovrebbe arrivare tra qualche minuto,nebr a a io
Quanto costa il biglietto,io a io
Purtroppo non lo so pero potresti chiedere all autista,a io
Va bene grazie lo stesso,e a a io
Prego,e a a io
Perfetto vorrei comprarne due.,io grerurgrgrto
Certo ecco a lei vuole un sacchetto,pegtererererurur io
Si grazie e arrivederci,a io a io io
Le auguro una buona giornata,e io euro io
Buongiorno io sono Mario,a io io
Buonasera io sono Mario,grororororto
Piacere Luigi come stai,certo a lo a io
Tutto bene tu,io a a io
Salve quanto costa quell articolo,a a a a rmrtao
E in offerta costa dieci euro,e e e e io
Tutto bene grazie,a a e io
Prendiamo un caffe al bar,io e stai
"Certo volentieri, io lo prendero macchiato",va e e e io
A che ora arriva il pullman,a e e e e e e e e io
Dovrebbe arrivare tra qualche minuto,io e bene e io
Quanto costa il biglietto,prute erererererer tra
Purtroppo non lo so pero potresti chiedere all autista,si io io io e a a io
Va bene grazie lo stesso,io e e e e e io
Prego,a a e e io
Perfetto vorrei comprarne due.,io tra
Certo ecco a lei vuole un sacchetto,a e e e e tra
