Truth,Decoded
Salve quanto costa quell articolo,salve una lo stai un tilso
E in offerta costa dieci euro,e in ora coaieieuro
Tutto bene grazie,ungio bene mario
Prendiamo un caffe al bar,prendiamo un caffe all
"Certo volentieri, io lo prendero macchiato",certo vetri io lo predre drmchiato
A che ora arriva il pullman,si a arriva il pman
Dovrebbe arrivare tra qualche minuto,dovrebbe e riara e un minuto
Quanto costa il biglietto,ruaonzo io si lo
Purtroppo non lo so pero potresti chiedere all autista,pero lo pero lo plopero predhre e autista
Va bene grazie lo stesso,va e grazie lo pero
Prego,pero
Perfetto vorrei comprarne due.,prego vorrei comrarnedue
Certo ecco a lei vuole un sacchetto,certo pero a le vuole un certo
Si grazie e arrivederci,si grazie e dieci
Le auguro una buona giornata,pero un una un a
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,preoara io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,lo bene tu
Salve quanto costa quell articolo,a quanto lostaqul io
E in offerta costa dieci euro,e io offerta costa lei euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendero un caffe a
"Certo volentieri, io lo prendero macchiato",certo oentrir lo lo conero macchiato
A che ora arriva il pullman,e che ora arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebervar ravuluinuo
Quanto costa il biglietto,tutto bene ilito
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo pero coeredrn htisto
Va bene grazie lo stesso,va e grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,peretoei comprn due
Certo ecco a lei vuole un sacchetto,certo lo a lei lo certo
