Truth,Decoded
Salve quanto costa quell articolo,a bene tra a so
E in offerta costa dieci euro,e bene ora a io
Tutto bene grazie,tutto e io
Prendiamo un caffe al bar,pero a a lo
"Certo volentieri, io lo prendero macchiato",certo e e bene si io a a ariato
A che ora arriva il pullman,lo si io
Dovrebbe arrivare tra qualche minuto,poertoe a a a a lo lo
Quanto costa il biglietto,pero lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo pero lo pero e e bene e autista
Va bene grazie lo stesso,va e a lo
Prego,prego
Perfetto vorrei comprarne due.,certo e lo a due
Certo ecco a lei vuole un sacchetto,certo e a a lo tutto
Si grazie e arrivederci,e lo e a io
Le auguro una buona giornata,e pero un ora a a
Buongiorno io sono Mario,sono ora io sono io
Buonasera io sono Mario,eauoararai sono lo
Piacere Luigi come stai,certo lo io oeiai
Tutto bene tu,tutto pero
Salve quanto costa quell articolo,certo a lo uoeto
E in offerta costa dieci euro,a lo mario a ureiuo
Tutto bene grazie,lo non io
Prendiamo un caffe al bar,pero tra a lo
"Certo volentieri, io lo prendero macchiato",pero ora e oertato
A che ora arriva il pullman,e reori so lo
Dovrebbe arrivare tra qualche minuto,pertoberiaeara aluto
Quanto costa il biglietto,prego lo e io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo io lo coerehr htato
Va bene grazie lo stesso,a e a io
Prego,rebno
Perfetto vorrei comprarne due.,pereoeri pero
Certo ecco a lei vuole un sacchetto,e a certo
