Truth,Decoded
Salve quanto costa quell articolo,salve quanto lo a qltieolo
E in offerta costa dieci euro,e in ora costa decieuro
Tutto bene grazie,tutto benerazie
Prendiamo un caffe al bar,prendiamo un caffe all
"Certo volentieri, io lo prendero macchiato",certo voetoid pero e lo drnchiato
A che ora arriva il pullman,e a mario il pman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare e un minuto
Quanto costa il biglietto,quanto bene si lo
Purtroppo non lo so pero potresti chiedere all autista,pero lopro lo plsopero porethedel autista
Va bene grazie lo stesso,va bene grazie stesso
Prego,prego
Perfetto vorrei comprarne due.,certo vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a le vuole un certo
Si grazie e arrivederci,si grazie e dieci
Le auguro una buona giornata,le auguro una lo a
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buona io sono mario
Piacere Luigi come stai,piacere lei come stai
Tutto bene tu,lo bene tu
Salve quanto costa quell articolo,a quanto costaque tinolo
E in offerta costa dieci euro,e un ora costa e euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendero un caffe a
"Certo volentieri, io lo prendero macchiato",certo voentrierio lo prendero mcriato
A che ora arriva il pullman,a che arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebearivare ravuleinuto
Quanto costa il biglietto,tutto costa io lo
Purtroppo non lo so pero potresti chiedere all autista,prtroponon sono pero coereden ahetisto
Va bene grazie lo stesso,va bene grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,peretonorei comprn due
Certo ecco a lei vuole un sacchetto,certo lo a lei sono ucheto
