Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacere luigi come stai
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Salve quanto costa quell articolo,va bene costa quell articolo
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,va bene grazie lo stesso
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Prego,prego
A che ora arriva il pullman,a che ora arriva il pullman
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere all autista
Le auguro una buona giornata,le auguro una buona giornata
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,io bene e ariedercri
Quanto costa il biglietto,quanto io
Si grazie e arrivederci,pigrtie due
Certo ecco a lei vuole un sacchetto,prego vorrei io il tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo lo pero purit due a una
Tutto bene grazie,preire
Salve quanto costa quell articolo,salve quanto si lo stesso
E in offerta costa dieci euro,preiui
A che ora arriva il pullman,preoariv lo lo
"Certo volentieri, io lo prendero macchiato",pero e un
Buonasera io sono Mario,bene mario
Prendiamo un caffe al bar,prego io un caffe al bar
Le auguro una buona giornata,euro una un a a
Va bene grazie lo stesso,si e grazie e druso
