Truth,Decoded
Prendiamo un caffe al bar,prenia a caffe bar
Salve quanto costa quell articolo,salve quanto ora io csteuo
E in offerta costa dieci euro,prego io
"Certo volentieri, io lo prendero macchiato",si reordred e
Dovrebbe arrivare tra qualche minuto,prego cararare si minuto
Prego,pero
Tutto bene grazie,pretore
A che ora arriva il pullman,prego a ora lo le
Buongiorno io sono Mario,pireonto
Perfetto vorrei comprarne due.,certo io radre a
Si grazie e arrivederci,si graredredrua
Le auguro una buona giornata,prego lo una un a
Certo ecco a lei vuole un sacchetto,pegrenoearia io tu a
Va bene grazie lo stesso,pigraziaie a lei
Buonasera io sono Mario,tu in a
Quanto costa il biglietto,gruato io iata
Tutto bene tu,tutto lo e
Purtroppo non lo so pero potresti chiedere all autista,prtrovor io io irir una
Piacere Luigi come stai,piacere io stai
Tutto bene tu,tutto bene tu
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole ulnacheto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo so lo pero coecederan ahetisto
Quanto costa il biglietto,tutto costa ilbieto
Perfetto vorrei comprarne due.,perfetovorei comprarne due
E in offerta costa dieci euro,e in ora costa lei euro
Piacere Luigi come stai,piacereguigio come stai
Tutto bene grazie,tutto bene grazie
Prego,prego
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare raqulh minuto
Si grazie e arrivederci,si grazie e rtrco
Prendiamo un caffe al bar,prendero un caffe a bar
Salve quanto costa quell articolo,salve quanto costaqul latico
