Truth,Decoded
Quanto costa il biglietto,io io io
Purtroppo non lo so pero potresti chiedere all autista,io io io io io io
Va bene grazie lo stesso,io io
Prego,e io
Perfetto vorrei comprarne due.,certo io io lo
Certo ecco a lei vuole un sacchetto,certo io io lo
Si grazie e arrivederci,certo io
Le auguro una buona giornata,euro io
Buongiorno io sono Mario,certo io io io lo
Buonasera io sono Mario,io io io io io
Piacere Luigi come stai,io io io
Tutto bene tu,io io
Salve quanto costa quell articolo,e io
E in offerta costa dieci euro,io io
Tutto bene grazie,io io
Prendiamo un caffe al bar,io io
"Certo volentieri, io lo prendero macchiato",io io
A che ora arriva il pullman,io io
Dovrebbe arrivare tra qualche minuto,tu io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,io io
Va bene grazie lo stesso,certo io
Prego,e io
Perfetto vorrei comprarne due.,io io
Certo ecco a lei vuole un sacchetto,io io
Si grazie e arrivederci,io io
Le auguro una buona giornata,io io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,io io
Piacere Luigi come stai,io io
Tutto bene tu,io io
Salve quanto costa quell articolo,a ora a io
