Truth,Decoded
Quanto costa il biglietto,quanto costa io certo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere e autista
Va bene grazie lo stesso,va bene grazie stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Certo ecco a lei vuole un sacchetto,bene certo va vuole umacto
Si grazie e arrivederci,buzie io bene ecco
Le auguro una buona giornata,le auguro una una ora
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buona io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,a qungrata io costeso
E in offerta costa dieci euro,pero
Tutto bene grazie,butozoeae
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",preroioied e
A che ora arriva il pullman,e ora io e
Dovrebbe arrivare tra qualche minuto,sretobo bar al tu minuto
Quanto costa il biglietto,gruzti io io
Purtroppo non lo so pero potresti chiedere all autista,preztio io io pero un si una
Va bene grazie lo stesso,e grazezarie io drecso
Prego,pero
Perfetto vorrei comprarne due.,certo pereriredue
Certo ecco a lei vuole un sacchetto,preria io colpuo
Si grazie e arrivederci,si redrua
Le auguro una buona giornata,sono lo una come a
Buongiorno io sono Mario,preotu
Buonasera io sono Mario,buona mario
Piacere Luigi come stai,piacere uigiece stai
Tutto bene tu,buti bene
Salve quanto costa quell articolo,al quanto costa quell articolo
