Truth,Decoded
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,quanto costa il il io
E in offerta costa dieci euro,e in offerta costa dieci euro
Certo ecco a lei vuole un sacchetto,rentrtra io il un e
Le auguro una buona giornata,all un io una bene al bar
"Certo volentieri, io lo prendero macchiato",si gretnot e e e
Tutto bene tu,e rentie io e
Salve quanto costa quell articolo,a un tra io calsteulo
Purtroppo non lo so pero potresti chiedere all autista,si razo viortr io io urul e a autista
Dovrebbe arrivare tra qualche minuto,dovreto lo cararle il tu minuto
Prego,prego
Si grazie e arrivederci,si tra requrerurua
Va bene grazie lo stesso,si grazie arzre bene riuso
Piacere Luigi come stai,piacere uaielce stai
E in offerta costa dieci euro,si greziors icireue
Buonasera io sono Mario,bene e un bar
Quanto costa il biglietto,si gquazrto io io una
Perfetto vorrei comprarne due.,si rato e bar due
Prendiamo un caffe al bar,prendiamo un caffe al bar
A che ora arriva il pullman,a ora io lo lmare
Buongiorno io sono Mario,buona osen mario
Tutto bene grazie,un tra le
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,doverfeto lei comprarne due
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe araire io a qualche minuto
Piacere Luigi come stai,piacere luigi come stai
Buongiorno io sono Mario,buongiorno io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo so pero potresti chiedere e autista
