Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il tiolo
E in offerta costa dieci euro,e in a cosadieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",certo lei io pero pero drnchiato
A che ora arriva il pullman,che a mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,quanto stai si io
Purtroppo non lo so pero potresti chiedere all autista,tutto lopro lo lo pero pero ihede lo autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,certo vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo pero a le vuole un acheto
Si grazie e arrivederci,si grazie e ariedrci
Le auguro una buona giornata,hegr un una lo a
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,tutoene tu
Salve quanto costa quell articolo,salve quanto costaqul lo
E in offerta costa dieci euro,e in offerta costa lei euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendero un caffe a
"Certo volentieri, io lo prendero macchiato",certo voentrierio lo condro macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebearivar a lo minuto
Quanto costa il biglietto,tutto bosae il io
Purtroppo non lo so pero potresti chiedere all autista,prtroponon sono so pero coecredern ahetisto
Va bene grazie lo stesso,va bene grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,peretorei comprarne due
Certo ecco a lei vuole un sacchetto,certo lo a lei sono e certo
