Truth,Decoded
Salve quanto costa quell articolo,salve qenbrt a a lo
E in offerta costa dieci euro,e bene e a a io
Tutto bene grazie,tutto bene
Prendiamo un caffe al bar,paerea a a lo
"Certo volentieri, io lo prendero macchiato",certo e e io proer mario
A che ora arriva il pullman,a si a a
Dovrebbe arrivare tra qualche minuto,dovrebbe a a a lo lo
Quanto costa il biglietto,piareo e lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo pero lo pero pero lo bene e autista
Va bene grazie lo stesso,va e lo so
Prego,prego
Perfetto vorrei comprarne due.,certo e io che due
Certo ecco a lei vuole un sacchetto,pero e a e vuole e certo
Si grazie e arrivederci,e bene io
Le auguro una buona giornata,a a un a un a
Buongiorno io sono Mario,prtonoro io sono io
Buonasera io sono Mario,euro a io sono lo
Piacere Luigi come stai,pero lo io so stai
Tutto bene tu,io bene
Salve quanto costa quell articolo,diaerebert lo e io
E in offerta costa dieci euro,a ofrte a lei io
Tutto bene grazie,lo bene io
Prendiamo un caffe al bar,pireber un lo
"Certo volentieri, io lo prendero macchiato",piacere e e lo e artato
A che ora arriva il pullman,paereori un lo
Dovrebbe arrivare tra qualche minuto,povereberir a ualuto
Quanto costa il biglietto,puruobe lo
Purtroppo non lo so pero potresti chiedere all autista,prtropono lo roreo coererhr htiato
Va bene grazie lo stesso,va e bar a io
Prego,prego
Perfetto vorrei comprarne due.,piereoeri come
Certo ecco a lei vuole un sacchetto,piereoe a e lo
