Truth,Decoded
Prego,pero
Dovrebbe arrivare tra qualche minuto,doretoto bar a tu minuto
Tutto bene tu,ruti io
Perfetto vorrei comprarne due.,prego coredre un
Buongiorno io sono Mario,prego
Piacere Luigi come stai,piacere luigi che stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potrstichiedere al autista
Tutto bene tu,tutto bene tu
E in offerta costa dieci euro,e in offerta costa dieci euro
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ora pero io vuole un sacchetto
Piacere Luigi come stai,piacere luigi come stai
Prego,prego
Buonasera io sono Mario,buongrnao io sono mario
Va bene grazie lo stesso,va bene grazie lo stesso
Quanto costa il biglietto,quanto lo stai il biglietto
Dovrebbe arrivare tra qualche minuto,dovrebbe carasieitae qualche minuto
Salve quanto costa quell articolo,le auguro io cbotae un iacheto
"Certo volentieri, io lo prendero macchiato",crutontierio lo lo somnero macchiato
Prendiamo un caffe al bar,euro lo salve lo bar
Buongiorno io sono Mario,buongiorno io sono mario
A che ora arriva il pullman,a che ora arriva il pullman
Si grazie e arrivederci,si grazie io io setrco
Tutto bene grazie,tutto e grazie
Le auguro una buona giornata,le auguro una buona giornata
Piacere Luigi come stai,piacere luigi come stai
A che ora arriva il pullman,a che ora arriva il pullman
E in offerta costa dieci euro,e in offerta costa dieci euro
Si grazie e arrivederci,si grazie arivercso
Dovrebbe arrivare tra qualche minuto,dovrebearivare tra qualche minuto
Tutto bene tu,tutto bene tu
Buonasera io sono Mario,buonasera io sono mario
