Truth,Decoded
Si grazie e arrivederci,io lei
Le auguro una buona giornata,un una un a
Buongiorno io sono Mario,e sono io sono io
Buonasera io sono Mario,uoeara io sono io
Piacere Luigi come stai,piareo stai
Tutto bene tu,tutto bene io
Salve quanto costa quell articolo,salve qeca e lo
E in offerta costa dieci euro,un ora io io
Tutto bene grazie,io bene si
Prendiamo un caffe al bar,bene un a a
"Certo volentieri, io lo prendero macchiato",crtoerar bene e ariato
A che ora arriva il pullman,a a lo si al lo
Dovrebbe arrivare tra qualche minuto,e bar a un tutto
Quanto costa il biglietto,un e lo
Purtroppo non lo so pero potresti chiedere all autista,prutono sono so so come e autista
Va bene grazie lo stesso,va bene lo so
Prego,pero
Perfetto vorrei comprarne due.,certo bene crare e
Certo ecco a lei vuole un sacchetto,bene a a lo certo
Si grazie e arrivederci,etbe e costa
Le auguro una buona giornata,lo e io e
Buongiorno io sono Mario,bunonono io sono io
Buonasera io sono Mario,bunri io sono io
Piacere Luigi come stai,poaerei lo io costa
Tutto bene tu,tutben io
Salve quanto costa quell articolo,e un lo come io
E in offerta costa dieci euro,un lo so
Tutto bene grazie,tutto e e
Prendiamo un caffe al bar,prego io e lo
"Certo volentieri, io lo prendero macchiato",prego lo si e io ora oeriato
A che ora arriva il pullman,tu lo io un certo
Dovrebbe arrivare tra qualche minuto,dorunbe e a lo lo
