Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacere luigi come stai
"Certo volentieri, io lo prendero macchiato",certo volentierieri io lo prendero macchiato
Salve quanto costa quell articolo,salve un costa quell articolo
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,va bene grazie stesso
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Prego,prego
A che ora arriva il pullman,a che ora arriva il pullman
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Le auguro una buona giornata,le auguro una buona giornata
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,io e e criedercri
Quanto costa il biglietto,quanto io a
Si grazie e arrivederci,si grazie tra
Certo ecco a lei vuole un sacchetto,pero si io lo tu e
Purtroppo non lo so pero potresti chiedere all autista,pero lo lo io pero piride a una
Tutto bene grazie,buona
Salve quanto costa quell articolo,salve quanrtsia lo sono
E in offerta costa dieci euro,pero
A che ora arriva il pullman,e ora lo a
"Certo volentieri, io lo prendero macchiato",si greodreua
Buonasera io sono Mario,bene mario
Prendiamo un caffe al bar,prego io un caffe al bar
Le auguro una buona giornata,le un ora una un tra
Va bene grazie lo stesso,va e grazie e prego
