Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene grazie stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco lei lei vuole un smacheto
Si grazie e arrivederci,a bene io come ecco
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonernao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quangrao io io stesso
E in offerta costa dieci euro,si rezioricieuo
Tutto bene grazie,tutto oegeue
Prendiamo un caffe al bar,prendiamo un che al bar
"Certo volentieri, io lo prendero macchiato",si e orned e
A che ora arriva il pullman,e io mario io a
Dovrebbe arrivare tra qualche minuto,doretoto bar ora tu minuto
Quanto costa il biglietto,si gruato io io
Purtroppo non lo so pero potresti chiedere all autista,pertzto pioptre io io pero purprid il a una
Va bene grazie lo stesso,si grazie zarzre e drecso
Prego,prego
Perfetto vorrei comprarne due.,certo ceradre e
Certo ecco a lei vuole un sacchetto,certo gorsi io cipu e
Si grazie e arrivederci,si grtz giredierereua
Le auguro una buona giornata,un io una euro a bar
Buongiorno io sono Mario,e tu
Buonasera io sono Mario,e le a un mario
Piacere Luigi come stai,piacere io come stai
Tutto bene tu,pretztei come due
Salve quanto costa quell articolo,salve quanto costa quell articolo
