Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacere luigi come stai
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Salve quanto costa quell articolo,salve quanto costa quell articolo
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,va bene grazie stesso
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Prego,prego
A che ora arriva il pullman,a che ora arriva il pullman
Purtroppo non lo so pero potresti chiedere all autista,puquropo non lo so pero potresti che bene al una
Le auguro una buona giornata,le auguro una buona giornata
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,io bene e ariedecri
Quanto costa il biglietto,si gruaiti a
Si grazie e arrivederci,si grarua
Certo ecco a lei vuole un sacchetto,pero io e
Purtroppo non lo so pero potresti chiedere all autista,si rezioir io io io io a costa
Tutto bene grazie,rezre
Salve quanto costa quell articolo,a quangrtilcosteso
E in offerta costa dieci euro,si grazie
A che ora arriva il pullman,a reuariao a
"Certo volentieri, io lo prendero macchiato",si gredreua
Buonasera io sono Mario,a mario
Prendiamo un caffe al bar,prendiamo un caffe al bar
Le auguro una buona giornata,le quanto una un a
Va bene grazie lo stesso,si grazezrie e prego
