Truth,Decoded
Si grazie e arrivederci,a e e
Le auguro una buona giornata,ruroao
Buongiorno io sono Mario,rutor lo certo
Buonasera io sono Mario,ruoer io certo
Piacere Luigi come stai,pero lo io
Tutto bene tu,tutto lo
Salve quanto costa quell articolo,e e a lo
E in offerta costa dieci euro,vuole io
Tutto bene grazie,lo e bene
Prendiamo un caffe al bar,pero a a
"Certo volentieri, io lo prendero macchiato",pruoero a lo
A che ora arriva il pullman,lo a a lo
Dovrebbe arrivare tra qualche minuto,a buona a lo
Quanto costa il biglietto,tutto e lo
Purtroppo non lo so pero potresti chiedere all autista,euro lo so lo e e io
Va bene grazie lo stesso,lo
Prego,lo
Perfetto vorrei comprarne due.,pero e a a
Certo ecco a lei vuole un sacchetto,tu a a uoeto
Si grazie e arrivederci,due lo
Le auguro una buona giornata,ora lo
Buongiorno io sono Mario,tutto lo io
Buonasera io sono Mario,un io pero
Piacere Luigi come stai,pero lo so
Tutto bene tu,lo bene
Salve quanto costa quell articolo,lo lo lo
E in offerta costa dieci euro,lo
Tutto bene grazie,lo pero
Prendiamo un caffe al bar,lo lo ora
"Certo volentieri, io lo prendero macchiato",lo lo io e io
A che ora arriva il pullman,bene lo io
Dovrebbe arrivare tra qualche minuto,un a a so
