Truth,Decoded
Prendiamo un caffe al bar,predia a caffe bar
Salve quanto costa quell articolo,salve quanto ora si csteusi
E in offerta costa dieci euro,e lei io
"Certo volentieri, io lo prendero macchiato",pereidred e
Dovrebbe arrivare tra qualche minuto,peretoioctarirae si minuto
Prego,prego
Tutto bene grazie,prego
A che ora arriva il pullman,pero a mario lo le
Buongiorno io sono Mario,pireoto
Perfetto vorrei comprarne due.,certo iriadie due
Si grazie e arrivederci,piraredredrua
Le auguro una buona giornata,prego una un a a
Certo ecco a lei vuole un sacchetto,pereneri si cipu e
Va bene grazie lo stesso,si grazie a lei
Buonasera io sono Mario,preain a
Quanto costa il biglietto,pgruto io iata
Tutto bene tu,buti lo e
Purtroppo non lo so pero potresti chiedere all autista,pirerioir io io idir autista
Piacere Luigi come stai,piacere lo io stai
Tutto bene tu,tutto bene tu
Certo ecco a lei vuole un sacchetto,certo lo a lei vuole e nacheto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so so pero coecedea autista
Quanto costa il biglietto,quanto costa ilbieto
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
E in offerta costa dieci euro,e in offerta costa dieci e euro
Piacere Luigi come stai,piacereuigi come stai
Tutto bene grazie,tutto bene grazie
Prego,prego
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare traqualhe minuto
Si grazie e arrivederci,si grazie e dieci
Prendiamo un caffe al bar,prendero un caffe al bar
Salve quanto costa quell articolo,salve quanto costa un articolo
