Truth,Decoded
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,quanto costa il si io
E in offerta costa dieci euro,e in offerta costa dieci euro
Certo ecco a lei vuole un sacchetto,e renria io il tu e
Le auguro una buona giornata,le auguro una un a
"Certo volentieri, io lo prendero macchiato",si rezioed e
Tutto bene tu,tutto si e
Salve quanto costa quell articolo,salve quanto arata io costeulo
Purtroppo non lo so pero potresti chiedere all autista,si rezoio io io si io si a una
Dovrebbe arrivare tra qualche minuto,doreto lo carire tu tu minuto
Prego,prego
Si grazie e arrivederci,si ridrua
Va bene grazie lo stesso,si grazezarzie e lei
Piacere Luigi come stai,piacere dieci stai
E in offerta costa dieci euro,e raziua
Buonasera io sono Mario,reorn bar
Quanto costa il biglietto,si gruato ioireta
Perfetto vorrei comprarne due.,prego corarire due
Prendiamo un caffe al bar,prendiamo un caffe al bar
A che ora arriva il pullman,e orarava io e
Buongiorno io sono Mario,pretonto
Tutto bene grazie,tutto igerte
Quanto costa il biglietto,quanto lo stai il biglietto
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe araziara un e minuto
Piacere Luigi come stai,piacere luigi come stai
Buongiorno io sono Mario,buongiorno io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero poest chiedere al autista
