Truth,Decoded
Prendiamo un caffe al bar,prendiamo un caffe bar
Salve quanto costa quell articolo,a a lo si csteuo
E in offerta costa dieci euro,e lei ora
"Certo volentieri, io lo prendero macchiato",si reired a
Dovrebbe arrivare tra qualche minuto,deret ctarare si minuto
Prego,prego
Tutto bene grazie,lei
A che ora arriva il pullman,e a ora lo lo
Buongiorno io sono Mario,prego
Perfetto vorrei comprarne due.,prego grazie a
Si grazie e arrivederci,si graredrua
Le auguro una buona giornata,auguro una un a
Certo ecco a lei vuole un sacchetto,e greneri io tu a
Va bene grazie lo stesso,si grazie a si
Buonasera io sono Mario,prego a
Quanto costa il biglietto,gruoi io
Tutto bene tu,buti come
Purtroppo non lo so pero potresti chiedere all autista,pirerioir io io io una
Piacere Luigi come stai,piacere il stai
Tutto bene tu,tutto bene tu
Certo ecco a lei vuole un sacchetto,certo lo a lei vuole e nacheto
Purtroppo non lo so pero potresti chiedere all autista,purtroponon io so so pero coeicdeda autista
Quanto costa il biglietto,tutto costa il bieto
Perfetto vorrei comprarne due.,perfetovorei comprarne due
E in offerta costa dieci euro,e in ora costa dieci euro
Piacere Luigi come stai,piacereuigi come stai
Tutto bene grazie,tutto bene grazie
Prego,prego
Dovrebbe arrivare tra qualche minuto,dovrebearivare tra qualche minuto
Si grazie e arrivederci,va grazie e dieci
Prendiamo un caffe al bar,prendiamo un caffe al bar
Salve quanto costa quell articolo,salve quanto costaqul articolo
