Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere e autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ora euro lo vuole un sacchetto
Si grazie e arrivederci,a bazire io e io ecco
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonerao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,si grazie a si crticli
E in offerta costa dieci euro,a grazie ieciereuro
Tutto bene grazie,ruztovirercte
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",si grezede euro
A che ora arriva il pullman,e a arriva lo le
Dovrebbe arrivare tra qualche minuto,prego lo caffe tu tu minuto
Quanto costa il biglietto,si graririoirie reuta
Purtroppo non lo so pero potresti chiedere all autista,si rerzovioreieio io euro bene a autista
Va bene grazie lo stesso,si grazie bene edrci
Prego,prego
Perfetto vorrei comprarne due.,prego a radre tra
Certo ecco a lei vuole un sacchetto,prego io ulpul a
Si grazie e arrivederci,si grazererererua
Le auguro una buona giornata,le quanto lo tra bene arata
Buongiorno io sono Mario,pretozto
Buonasera io sono Mario,preora sono bar
Piacere Luigi come stai,piacere un a stai
Tutto bene tu,buzteie circte
Salve quanto costa quell articolo,salve quanto costa quell articolo
