Truth,Decoded
Salve quanto costa quell articolo,e e a a e io
E in offerta costa dieci euro,a io io e io
Tutto bene grazie,io io
Prendiamo un caffe al bar,pero lo
"Certo volentieri, io lo prendero macchiato",certo io io e e e io
A che ora arriva il pullman,io e lo
Dovrebbe arrivare tra qualche minuto,euro e e io
Quanto costa il biglietto,prego io
Purtroppo non lo so pero potresti chiedere all autista,euro io io e io
Va bene grazie lo stesso,a e io
Prego,tutto
Perfetto vorrei comprarne due.,e io io
Certo ecco a lei vuole un sacchetto,e io io io
Si grazie e arrivederci,e e io
Le auguro una buona giornata,certo io io e lo
Buongiorno io sono Mario,io io
Buonasera io sono Mario,certo io io
Piacere Luigi come stai,pero io
Tutto bene tu,tutto
Salve quanto costa quell articolo,io a io
E in offerta costa dieci euro,tu a a e io
Tutto bene grazie,euro io
Prendiamo un caffe al bar,e a io
"Certo volentieri, io lo prendero macchiato",e io io
A che ora arriva il pullman,bene io
Dovrebbe arrivare tra qualche minuto,e a io
Quanto costa il biglietto,tutto io
Purtroppo non lo so pero potresti chiedere all autista,io io io certo
Va bene grazie lo stesso,pero io
Prego,certo
Perfetto vorrei comprarne due.,e io
Certo ecco a lei vuole un sacchetto,e e io
