Truth,Decoded
Prego,prego
E in offerta costa dieci euro,e in offerta csoadie due
Va bene grazie lo stesso,bene grazie lo stesso
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendero un caffe lo bar
Si grazie e arrivederci,grazie io lei ecco
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero achiao
A che ora arriva il pullman,a che ora arriva il pullman
Le auguro una buona giornata,le auguro una buona giornata
Salve quanto costa quell articolo,piacere e lo come lo io
Buonasera io sono Mario,buonerno io sono mario
Certo ecco a lei vuole un sacchetto,certo a pero lo vuole e sachto
Quanto costa il biglietto,quanto un lo lo
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Salve quanto costa quell articolo,salve un costa quell articolo
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Le auguro una buona giornata,le auguro una buona giornata
A che ora arriva il pullman,a che ora arriva il pullman
Va bene grazie lo stesso,va bene grazie lo stesso
"Certo volentieri, io lo prendero macchiato",certo volentierieri io lo prendero macchiato
Si grazie e arrivederci,io e e mario dieci
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Prendiamo un caffe al bar,prendiamo un caffe al bar
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere luigi come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Tutto bene tu,tutto bene tu
Buongiorno io sono Mario,buongiorno io sono mario
E in offerta costa dieci euro,e in offerta costa dieci euro
Le auguro una buona giornata,le auguro una buona giornata
