Truth,Decoded
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,tutto costa e io
E in offerta costa dieci euro,e in offerta costa dieci euro
Certo ecco a lei vuole un sacchetto,perentra si culpue
Le auguro una buona giornata,prunoro un cutne bar
"Certo volentieri, io lo prendero macchiato",peretoied e
Tutto bene tu,tutto io grte
Salve quanto costa quell articolo,a quanto grata io costeula
Purtroppo non lo so pero potresti chiedere all autista,pireztoioir io si un io a autista
Dovrebbe arrivare tra qualche minuto,doreto octarirle tu tu minuto
Prego,prego
Si grazie e arrivederci,si rirdrua
Va bene grazie lo stesso,si grazezarie e lei
Piacere Luigi come stai,piacere dieci stai
E in offerta costa dieci euro,si razioicidreue
Buonasera io sono Mario,buona bar
Quanto costa il biglietto,si gruato io ireta
Perfetto vorrei comprarne due.,certo corere due
Prendiamo un caffe al bar,prendiamo un caffe al bar
A che ora arriva il pullman,e a io io e
Buongiorno io sono Mario,preoazio
Tutto bene grazie,tutto igrte
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,poverfetonrei comprarne due
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe arairariae a e minuto
Piacere Luigi come stai,piacere luigi come stai
Buongiorno io sono Mario,buongiorno io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero porestichiedere e autista
