Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va e grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco ora lo vuole un sacchetto
Si grazie e arrivederci,si grazie io reive ecco
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonsernao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve qanrtui lo sono
E in offerta costa dieci euro,pero
Tutto bene grazie,fuztzoge
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",si gred due
A che ora arriva il pullman,e ora io e
Dovrebbe arrivare tra qualche minuto,pretroto e un minuto
Quanto costa il biglietto,gruzto io a
Purtroppo non lo so pero potresti chiedere all autista,si rezovioir io io si e a una
Va bene grazie lo stesso,si grazie e dieci
Prego,pero
Perfetto vorrei comprarne due.,certo come e
Certo ecco a lei vuole un sacchetto,prenia il due
Si grazie e arrivederci,si gradrua
Le auguro una buona giornata,prunco una curne a
Buongiorno io sono Mario,preotu
Buonasera io sono Mario,beonro mario
Piacere Luigi come stai,piacere lo uigiece stai
Tutto bene tu,tutto io
Salve quanto costa quell articolo,salve quanto costa quell articolo
