Truth,Decoded
Quanto costa il biglietto,pero io
Purtroppo non lo so pero potresti chiedere all autista,io io e io
Va bene grazie lo stesso,pero io
Prego,a io
Perfetto vorrei comprarne due.,pero lo
Certo ecco a lei vuole un sacchetto,pero io io io
Si grazie e arrivederci,pero io
Le auguro una buona giornata,pero io io
Buongiorno io sono Mario,pero io io io io
Buonasera io sono Mario,pero io io io
Piacere Luigi come stai,pero io
Tutto bene tu,pero io
Salve quanto costa quell articolo,tu io
E in offerta costa dieci euro,io io
Tutto bene grazie,tu io
Prendiamo un caffe al bar,e io
"Certo volentieri, io lo prendero macchiato",io io
A che ora arriva il pullman,io io
Dovrebbe arrivare tra qualche minuto,io io
Quanto costa il biglietto,pero io
Purtroppo non lo so pero potresti chiedere all autista,pero io
Va bene grazie lo stesso,pero io
Prego,tu io
Perfetto vorrei comprarne due.,io io
Certo ecco a lei vuole un sacchetto,io io
Si grazie e arrivederci,pero io
Le auguro una buona giornata,prego
Buongiorno io sono Mario,io io
Buonasera io sono Mario,io io
Piacere Luigi come stai,pero io
Tutto bene tu,pero io
Salve quanto costa quell articolo,prego io
