Truth,Decoded
Salve quanto costa quell articolo,a bene tra a a so
E in offerta costa dieci euro,bene e a io
Tutto bene grazie,tutto lo e
Prendiamo un caffe al bar,tra a lo
"Certo volentieri, io lo prendero macchiato",certo e bene io io e a ariato
A che ora arriva il pullman,tu si a lo
Dovrebbe arrivare tra qualche minuto,dovrebbe a a lo lo
Quanto costa il biglietto,prego e lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo pero io pero pero e e e autista
Va bene grazie lo stesso,va e lo so
Prego,prutu
Perfetto vorrei comprarne due.,certo e lo lo due
Certo ecco a lei vuole un sacchetto,certo a un due e certo
Si grazie e arrivederci,e bene a lo
Le auguro una buona giornata,a un un a a
Buongiorno io sono Mario,sono ora io sono io
Buonasera io sono Mario,euro a io sono lo
Piacere Luigi come stai,pero lo io so stai
Tutto bene tu,tutto bene
Salve quanto costa quell articolo,ceruober lo io io
E in offerta costa dieci euro,a ora a lei io
Tutto bene grazie,tutto bene io
Prendiamo un caffe al bar,prebnr lo
"Certo volentieri, io lo prendero macchiato",pero certo lo e artato
A che ora arriva il pullman,a reori un lo
Dovrebbe arrivare tra qualche minuto,pereberir a a lo
Quanto costa il biglietto,prego e lo
Purtroppo non lo so pero potresti chiedere all autista,prtropono lo roreo coeredhr htiato
Va bene grazie lo stesso,e e e a io
Prego,prego
Perfetto vorrei comprarne due.,pereoei bene
Certo ecco a lei vuole un sacchetto,pero a e lo
