Truth,Decoded
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,le auguro una buona giornata
Va bene grazie lo stesso,va bene grazie lo pero
Buongiorno io sono Mario,bungongrno io sono mario
A che ora arriva il pullman,a che ora arriva il pullman
Certo ecco a lei vuole un sacchetto,certoaerao lo vuole umacheto
Dovrebbe arrivare tra qualche minuto,dovrebbe grazie lo tu minuto
Perfetto vorrei comprarne due.,pfetoborei comprarne e
Va bene grazie lo stesso,va grazie lo stesso
E in offerta costa dieci euro,e in ora cosadie lo
A che ora arriva il pullman,a che ora arriva il pullman
"Certo volentieri, io lo prendero macchiato",certo oenrieri io lo prendero macchiato
Salve quanto costa quell articolo,le un io come un io
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo so pero porestsiede il autista
Tutto bene tu,tutto bene tu
Si grazie e arrivederci,buziearaio tra io cmecro
Buongiorno io sono Mario,buogigirno io sono mario
Quanto costa il biglietto,quanto costa il bieto
Le auguro una buona giornata,le auguro una una giornata
Buonasera io sono Mario,buona io sono mario
Prendiamo un caffe al bar,pero un caffe al bar
Tutto bene grazie,tutto e grazie
Piacere Luigi come stai,piacere luigi come stai
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Si grazie e arrivederci,si grazie e arrivederci
Buonasera io sono Mario,buona io sono mario
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,va bene grazie losteso
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacereuigi come stai
