Truth,Decoded
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,le auguro una buona giornata
Va bene grazie lo stesso,va bene grazie lo pero
Buongiorno io sono Mario,bungonirno io sono mario
A che ora arriva il pullman,a cheora arriva il pullman
Certo ecco a lei vuole un sacchetto,creoa ora lo vuole umachto
Dovrebbe arrivare tra qualche minuto,dovrebbe arieltao a e minuto
Perfetto vorrei comprarne due.,doverfetorei comprarne e
Va bene grazie lo stesso,va e il stesso
E in offerta costa dieci euro,e in ora csadie io
A che ora arriva il pullman,a che ora il pullman
"Certo volentieri, io lo prendero macchiato",certo oenri lei io lo prendero macchiato
Salve quanto costa quell articolo,le un io come un iacto
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo so pero porestcidere e autista
Tutto bene tu,tutto bene tu
Si grazie e arrivederci,bunzie io tra io cmecro
Buongiorno io sono Mario,buongiorno io sono mario
Quanto costa il biglietto,quanto costa io io
Le auguro una buona giornata,le auguro una a giornata
Buonasera io sono Mario,buona io sono mario
Prendiamo un caffe al bar,euro un caffe bar
Tutto bene grazie,tutto e grazie
Piacere Luigi come stai,piacere luigi come stai
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Si grazie e arrivederci,si grazie e arrivederci
Buonasera io sono Mario,buona io sono mario
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,va bene grazie lo stesso
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacereuigi come stai
