Truth,Decoded
Quanto costa il biglietto,pero ora
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo io e io
Va bene grazie lo stesso,bene so
Prego,vbeo
Perfetto vorrei comprarne due.,pero lo lo e
Certo ecco a lei vuole un sacchetto,lo io io un artato
Si grazie e arrivederci,due io so
Le auguro una buona giornata,euro certo
Buongiorno io sono Mario,lo lo lo mario
Buonasera io sono Mario,lo lo io mario
Piacere Luigi come stai,certo lo certo
Tutto bene tu,bene sono
Salve quanto costa quell articolo,piae e lo
E in offerta costa dieci euro,pero io
Tutto bene grazie,prutoei
Prendiamo un caffe al bar,pero lo
"Certo volentieri, io lo prendero macchiato",pireoeua
A che ora arriva il pullman,pero lo io a
Dovrebbe arrivare tra qualche minuto,pieret e io
Quanto costa il biglietto,minuto lo
Purtroppo non lo so pero potresti chiedere all autista,pero lo ieuta
Va bene grazie lo stesso,piret e
Prego,pirei
Perfetto vorrei comprarne due.,pero lo io e e stai
Certo ecco a lei vuole un sacchetto,pero a
Si grazie e arrivederci,io retoei
Le auguro una buona giornata,piacere a
Buongiorno io sono Mario,prego lo
Buonasera io sono Mario,pretion io
Piacere Luigi come stai,pero e
Tutto bene tu,prego lo io
Salve quanto costa quell articolo,a bene tra lo
