Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo costa euro lei vuole a sacchetto
Si grazie e arrivederci,va due io lo stesso
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonernao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quangrata io a stesso
E in offerta costa dieci euro,reztiozrs diecireuo
Tutto bene grazie,tutto ziegeaze
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",si renzto io a e
A che ora arriva il pullman,e a mario io a
Dovrebbe arrivare tra qualche minuto,doretobn barire all due minuto
Quanto costa il biglietto,quanto che io io
Purtroppo non lo so pero potresti chiedere all autista,prti pioprtre io io io un piacere al autista
Va bene grazie lo stesso,si grazeztarezie e euro
Prego,prego
Perfetto vorrei comprarne due.,certo ceredrerne a
Certo ecco a lei vuole un sacchetto,prego guisia io il tu a
Si grazie e arrivederci,si grazie e ieduedrerua
Le auguro una buona giornata,prego io una un a a
Buongiorno io sono Mario,prego tu
Buonasera io sono Mario,io a io mario
Piacere Luigi come stai,piacere uigiece stai
Tutto bene tu,buti come e
Salve quanto costa quell articolo,salve quanto costa quell articolo
