Truth,Decoded
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,quanto costa il si io
E in offerta costa dieci euro,e in offerta costa dieci euro
Certo ecco a lei vuole un sacchetto,renoroti io lo e io
Le auguro una buona giornata,le un lo una due a bar
"Certo volentieri, io lo prendero macchiato",si un e euro
Tutto bene tu,butoti lo e
Salve quanto costa quell articolo,salve quanto tra io costecso
Purtroppo non lo so pero potresti chiedere all autista,prego un io io purui io a una
Dovrebbe arrivare tra qualche minuto,dovrero barire tu due minuto
Prego,prego
Si grazie e arrivederci,si raireduerua
Va bene grazie lo stesso,si grazie grazie e rticso
Piacere Luigi come stai,piacere luigi che stai
E in offerta costa dieci euro,e gruziors dicireuo
Buonasera io sono Mario,tu io mario
Quanto costa il biglietto,e quanto io io io io
Perfetto vorrei comprarne due.,certo cerirere e
Prendiamo un caffe al bar,prendiamo un caffe al bar
A che ora arriva il pullman,e e a arriva io e
Buongiorno io sono Mario,preozto
Tutto bene grazie,tutto io igre
Quanto costa il biglietto,quanto lo stai il biglietto
Perfetto vorrei comprarne due.,poerfeton lei comprarne due
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe araziera un e minuto
Piacere Luigi come stai,piacere luigi come stai
Buongiorno io sono Mario,buongiorno io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere e autista
