Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il tiolo
E in offerta costa dieci euro,e in e costa diecieuro
Tutto bene grazie,tutto benerazie
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",certo lei pero e lo prnmchiato
A che ora arriva il pullman,che a mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,quanto stai il lo
Purtroppo non lo so pero potresti chiedere all autista,purtolopro lo lo pero porithedel autista
Va bene grazie lo stesso,va bene grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,prego vorrei comrarnedue
Certo ecco a lei vuole un sacchetto,certoeco a le vuole un acheto
Si grazie e arrivederci,si grazie e ariverci
Le auguro una buona giornata,le agrun una lo e a
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,lo bene tu
Salve quanto costa quell articolo,al quanto costaque articolo
E in offerta costa dieci euro,e in offerta costa lei euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendero un caffe bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovreberivare tra un minuto
Quanto costa il biglietto,qutoboae il lieto
Purtroppo non lo so pero potresti chiedere all autista,prtropon sono pero coecreden ahetisto
Va bene grazie lo stesso,va grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,perfetonorei comprarne e
Certo ecco a lei vuole un sacchetto,certo lo a lei sono ulacheto
