Truth,Decoded
Prego,prego
Dovrebbe arrivare tra qualche minuto,doreobarire al a minuto
Tutto bene tu,tutto viere
Perfetto vorrei comprarne due.,certo cererive due
Buongiorno io sono Mario,pero aziu
Piacere Luigi come stai,piacere uigiecme stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Tutto bene tu,tutto bene tu
E in offerta costa dieci euro,e in offerta costa dieci euro
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo euro pero lo vuole un sacchetto
Piacere Luigi come stai,piacereluigi come stai
Prego,prego
Buonasera io sono Mario,buongiorno io sono mario
Va bene grazie lo stesso,va e grazie lo stesso
Quanto costa il biglietto,quanto lo stai il ilheto
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a a minuto
Salve quanto costa quell articolo,e io comperil io
"Certo volentieri, io lo prendero macchiato",buontiri lo lo pero macchiato
Prendiamo un caffe al bar,prendiamo un cafeal bar
Buongiorno io sono Mario,buongiorno io sono mario
A che ora arriva il pullman,a che ora va il pullman
Si grazie e arrivederci,si grazie io rive dstrco
Tutto bene grazie,tutto e grazie
Le auguro una buona giornata,le auguro una buona giornata
Piacere Luigi come stai,piacere luigi come stai
A che ora arriva il pullman,a che ora arriva il pullman
E in offerta costa dieci euro,e in offerta costa dieci euro
Si grazie e arrivederci,si grazie e arivelsteso
Dovrebbe arrivare tra qualche minuto,dovrebearivare tra qualche minuto
Tutto bene tu,tutto bene tu
Buonasera io sono Mario,buonasera io sono mario
