Truth,Decoded
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,le auguro una buona giornata
Va bene grazie lo stesso,va bene grazie lo pero
Buongiorno io sono Mario,bungoniro io sono mario
A che ora arriva il pullman,a cheora arriva il pullman
Certo ecco a lei vuole un sacchetto,certonaero lo sono aheto
Dovrebbe arrivare tra qualche minuto,dovrebbe mario lo a lo minuto
Perfetto vorrei comprarne due.,dovfetbonrei comprarne e
Va bene grazie lo stesso,va bene grazie lo stesso
E in offerta costa dieci euro,e in ora costa due lo
A che ora arriva il pullman,a che ora mario il pullman
"Certo volentieri, io lo prendero macchiato",certo voenrierio io lo prendero macchiato
Salve quanto costa quell articolo,le a io come in iacto
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero poestiede al lo autista
Tutto bene tu,tutto bene tu
Si grazie e arrivederci,a qunaraia tra io csecro
Buongiorno io sono Mario,buongiorno io sono mario
Quanto costa il biglietto,quanto lostnr io io
Le auguro una buona giornata,le auguro una una giornata
Buonasera io sono Mario,buonrnao io sono mario
Prendiamo un caffe al bar,pero un caffe a lo bar
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere lo lo come stai
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Si grazie e arrivederci,si grazie e arrivederci
Buonasera io sono Mario,buona io sono mario
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,va bene grazie lo stesso
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacere luigi come stai
