Truth,Decoded
Quanto costa il biglietto,bene lo so io
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo lo io io e eisti
Va bene grazie lo stesso,e bene e so
Prego,lo
Perfetto vorrei comprarne due.,prego come bene
Certo ecco a lei vuole un sacchetto,buona io sono ariato
Si grazie e arrivederci,e un io io so
Le auguro una buona giornata,euro io io
Buongiorno io sono Mario,buona io sono io
Buonasera io sono Mario,buona io un mario
Piacere Luigi come stai,un lo lo stai
Tutto bene tu,tutto non tu
Salve quanto costa quell articolo,e e lo
E in offerta costa dieci euro,pruei
Tutto bene grazie,butei
Prendiamo un caffe al bar,pero a
"Certo volentieri, io lo prendero macchiato",pirereua
A che ora arriva il pullman,pero si e
Dovrebbe arrivare tra qualche minuto,pero e io
Quanto costa il biglietto,pqut io
Purtroppo non lo so pero potresti chiedere all autista,pero ieuta
Va bene grazie lo stesso,prego io
Prego,pero
Perfetto vorrei comprarne due.,prego e io bene si
Certo ecco a lei vuole un sacchetto,si e a e
Si grazie e arrivederci,piretei
Le auguro una buona giornata,pero e e
Buongiorno io sono Mario,pero
Buonasera io sono Mario,un e
Piacere Luigi come stai,euro e
Tutto bene tu,tutto e a
Salve quanto costa quell articolo,a bene ora e e so
