Truth,Decoded
Prego,prego
E in offerta costa dieci euro,e in offerta costa diecieuro
Va bene grazie lo stesso,bene grazie lo stesso
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,feniro un caffe lo bar
Si grazie e arrivederci,e grazie mario e io certo
"Certo volentieri, io lo prendero macchiato",certo olnti e lo prendero macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Le auguro una buona giornata,le auguro una buona giornata
Salve quanto costa quell articolo,le una io come un iachto
Buonasera io sono Mario,buonernao io sono mario
Certo ecco a lei vuole un sacchetto,certo ora pero lo vuole e sachto
Quanto costa il biglietto,quanto costa il biglietto
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Salve quanto costa quell articolo,salve un costa quell articolo
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Le auguro una buona giornata,le euro una buona giornata
A che ora arriva il pullman,a che ora arriva il pullman
Va bene grazie lo stesso,va bene grazie stesso
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Si grazie e arrivederci,griz io e riedechi
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Prendiamo un caffe al bar,prendiamo un caffe al bar
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere luigi come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti che bene al autista
Tutto bene tu,tutto bene tu
Buongiorno io sono Mario,buongiorno io sono mario
E in offerta costa dieci euro,e in offerta costa dieci euro
Le auguro una buona giornata,le auguro una buona giornata
