Truth,Decoded
Salve quanto costa quell articolo,salve quanto lo a ultiolso
E in offerta costa dieci euro,e in ora costa iecieuro
Tutto bene grazie,ungio benerazie
Prendiamo un caffe al bar,prendiamo un caffe all
"Certo volentieri, io lo prendero macchiato",certo certo io lo e due drchiato
A che ora arriva il pullman,che a mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe a arrivare e un minuto
Quanto costa il biglietto,ruaonzo e si lo
Purtroppo non lo so pero potresti chiedere all autista,purtro lo pero lo plopero e dhedel autista
Va bene grazie lo stesso,va bene grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,certo vorrei comprarnedue
Certo ecco a lei vuole un sacchetto,certo ecco a le vuole un certo
Si grazie e arrivederci,si grazie e ariedrci
Le auguro una buona giornata,auguro un una lo a
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buoenara io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quanto costa inolo
E in offerta costa dieci euro,e un ora costa e euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendero un caffe a
"Certo volentieri, io lo prendero macchiato",certo voentrier lo lo crnero mcriato
A che ora arriva il pullman,a che ora arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebearivar raqulumnuto
Quanto costa il biglietto,tutto costa il lo
Purtroppo non lo so pero potresti chiedere all autista,prtroponon lo pero coeredern aheisto
Va bene grazie lo stesso,va bene grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,peretorei comprarne due
Certo ecco a lei vuole un sacchetto,certo lo a lei sono uchto
