Truth,Decoded
Salve quanto costa quell articolo,e a a e lo
E in offerta costa dieci euro,a lo lo e io
Tutto bene grazie,lo lo
Prendiamo un caffe al bar,e lo a lo
"Certo volentieri, io lo prendero macchiato",certo lo a a a e io
A che ora arriva il pullman,lo a io
Dovrebbe arrivare tra qualche minuto,pero a a io
Quanto costa il biglietto,e lo
Purtroppo non lo so pero potresti chiedere all autista,pero lo lo e e io
Va bene grazie lo stesso,pero lo
Prego,tutto
Perfetto vorrei comprarne due.,a lo a e lo
Certo ecco a lei vuole un sacchetto,e lo lo lo io
Si grazie e arrivederci,a e lo
Le auguro una buona giornata,pero lo lo e io
Buongiorno io sono Mario,lo lo io
Buonasera io sono Mario,certo io io
Piacere Luigi come stai,pero e io
Tutto bene tu,tutto
Salve quanto costa quell articolo,lo a lo
E in offerta costa dieci euro,tu a a e io
Tutto bene grazie,lo lo
Prendiamo un caffe al bar,e a lo
"Certo volentieri, io lo prendero macchiato",pero a a lo
A che ora arriva il pullman,bene a lo lo
Dovrebbe arrivare tra qualche minuto,tu a lo
Quanto costa il biglietto,tutto lo lo
Purtroppo non lo so pero potresti chiedere all autista,tutto lo a pero erererhto
Va bene grazie lo stesso,pero e lo
Prego,certo
Perfetto vorrei comprarne due.,e io
Certo ecco a lei vuole un sacchetto,e e io
